text,correct_location,re_matched_labels,spacy_custom_LOC_labels,spacy_base_LOC_labels,bert_ner_labels,all_words
"Der Bericht, herausgegeben von der Kanton Glücksburg, mit Unterstützung der Gemeinde Auenbach, behandelt die Entwicklung von Managementstrategien für naturnahe Naherholungsgebiete. Die Studie liefert eine wichtige Grundlage für ökologische Langzeitbeobachtungen.","['Kanton Glücksburg', 'Gemeinde Auenbach']",['not_found'],"['Kanton Glücksburg', 'Gemeinde Auenbach']","['Auenbach', 'Kanton Glücksburg']","['Kanton Glücksburg', 'Gemeinde Auenbach']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Kanton', 'Glücksburg', 'mit', 'Unterstützung', 'der', 'Gemeinde', 'Auenbach', 'behandelt', 'die', 'Entwicklung', 'von', 'Managementstrategien', 'für', 'naturnahe', 'Naherholungsgebiete', 'Die', 'Studie', 'liefert', 'eine', 'wichtige', 'Grundlage', 'für', 'ökologische', 'Langzeitbeobachtungen']"
Diese Studie aus der Stadt Hohenstein in Kooperation mit der Gemeinde Hochweiler analysiert die Verbreitung invasiver Pflanzenarten in alpinen Landschaften. Die Daten ermöglichen die gezielte Steuerung naturschutzfachlicher Maßnahmen.,"['Stadt Hohenstein', 'Gemeinde Hochweiler']",['not_found'],['not_found'],"['Hochweiler', 'Stadt Hohenstein']","['Hohenstein', 'Gemeinde Hochweiler']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Hohenstein', 'in', 'Kooperation', 'mit', 'der', 'Gemeinde', 'Hochweiler', 'analysiert', 'die', 'Verbreitung', 'invasiver', 'Pflanzenarten', 'in', 'alpinen', 'Landschaften', 'Die', 'Daten', 'ermöglichen', 'die', 'gezielte', 'Steuerung', 'naturschutzfachlicher', 'Maßnahmen']"
Zwischen der Stadt Märchental und der Kanton Zellbach entstand eine Erhebung über die langfristige Entwicklung von Waldbeständen unter Einfluss des Klimawandels. Die gewonnenen Erkenntnisse fließen in Pflegepläne und Schutzkonzepte ein.,"['Stadt Märchental', 'Kanton Zellbach']",['not_found'],['Kanton Zellbach'],"['Pflegepläne', 'Märchental', 'Kanton Zellbach']","['Märchental', 'Kanton Zellbach']","['Zwischen', 'der', 'Stadt', 'Märchental', 'und', 'der', 'Kanton', 'Zellbach', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'langfristige', 'Entwicklung', 'von', 'Waldbeständen', 'unter', 'Einfluss', 'des', 'Klimawandels', 'Die', 'gewonnenen', 'Erkenntnisse', 'fließen', 'in', 'Pflegepläne', 'und', 'Schutzkonzepte', 'ein']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Stadt Krähenstadt und der Gemeinde Windau wurde untersucht die Verbreitung invasiver Pflanzenarten in alpinen Landschaften. Die Analyse zeigt die Notwendigkeit eines verbesserten Lebensraumschutzes auf.,"['Stadt Krähenstadt', 'Gemeinde Windau']",['not_found'],['not_found'],"['Krähenstadt', 'Stadt', 'Gemeinde', 'Windau']","['Krähenstadt', 'Gemeinde', 'Windau']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Stadt', 'Krähenstadt', 'und', 'der', 'Gemeinde', 'Windau', 'wurde', 'untersucht', 'die', 'Verbreitung', 'invasiver', 'Pflanzenarten', 'in', 'alpinen', 'Landschaften', 'Die', 'Analyse', 'zeigt', 'die', 'Notwendigkeit', 'eines', 'verbesserten', 'Lebensraumschutzes', 'auf']"
Die Gemeinde Tannenheim veröffentlichte in Zusammenarbeit mit der Stadt Eggried eine umfassende Analyse zu die ökologische Zustandserhebung von Fließgewässern in naturnahen Regionen. Die Studie liefert eine wichtige Grundlage für ökologische Langzeitbeobachtungen.,"['Gemeinde Tannenheim', 'Stadt Eggried']",['not_found'],"['Stadt Eggried', 'Gemeinde Tannenheim']","['Eggried', 'Tannenheim']","['Gemeinde Tannenheim', 'Eggried']","['Die', 'Gemeinde', 'Tannenheim', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Stadt', 'Eggried', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'ökologische', 'Zustandserhebung', 'von', 'Fließgewässern', 'in', 'naturnahen', 'Regionen', 'Die', 'Studie', 'liefert', 'eine', 'wichtige', 'Grundlage', 'für', 'ökologische', 'Langzeitbeobachtungen']"
Diese Studie aus der Kanton Zelwingen in Kooperation mit der Stadt Fichtenwald analysiert die langfristige Entwicklung von Waldbeständen unter Einfluss des Klimawandels. Die Ergebnisse unterstützen Naturschutzfachstellen bei regionalen Planungen.,"['Kanton Zelwingen', 'Stadt Fichtenwald']",['not_found'],"['Kanton Zelwingen', 'Naturschutzfachstellen', 'Stadt Fichtenwald']","['Kanton Zelwingen', 'Stadt Fichtenwald']","['Kanton Zelwingen', 'Fichtenwald']","['Diese', 'Studie', 'aus', 'der', 'Kanton', 'Zelwingen', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Fichtenwald', 'analysiert', 'die', 'langfristige', 'Entwicklung', 'von', 'Waldbeständen', 'unter', 'Einfluss', 'des', 'Klimawandels', 'Die', 'Ergebnisse', 'unterstützen', 'Naturschutzfachstellen', 'bei', 'regionalen', 'Planungen']"
Die Kanton Felsenau veröffentlichte in Zusammenarbeit mit der Gemeinde Alpenruhe eine umfassende Analyse zu die langfristige Entwicklung von Waldbeständen unter Einfluss des Klimawandels. Die Analyse zeigt die Notwendigkeit eines verbesserten Lebensraumschutzes auf.,"['Kanton Felsenau', 'Gemeinde Alpenruhe']",['not_found'],['Kanton Felsenau'],"['Gemeinde Alpenruhe', 'Felsenau']","['Kanton Felsenau', 'Gemeinde', 'Alpenruhe']","['Die', 'Kanton', 'Felsenau', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Alpenruhe', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'langfristige', 'Entwicklung', 'von', 'Waldbeständen', 'unter', 'Einfluss', 'des', 'Klimawandels', 'Die', 'Analyse', 'zeigt', 'die', 'Notwendigkeit', 'eines', 'verbesserten', 'Lebensraumschutzes', 'auf']"
Zwischen der Stadt Schneebach und der Gemeinde Hochweiler entstand eine Erhebung über die Wiederherstellung von Feuchtgebieten und deren Bedeutung für die Artenvielfalt. Die Daten ermöglichen die gezielte Steuerung naturschutzfachlicher Maßnahmen.,"['Stadt Schneebach', 'Gemeinde Hochweiler']",['not_found'],['not_found'],"['Schneebach', 'Gemeinde Hochweiler']","['Schneebach', 'Gemeinde Hochweiler']","['Zwischen', 'der', 'Stadt', 'Schneebach', 'und', 'der', 'Gemeinde', 'Hochweiler', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Wiederherstellung', 'von', 'Feuchtgebieten', 'und', 'deren', 'Bedeutung', 'für', 'die', 'Artenvielfalt', 'Die', 'Daten', 'ermöglichen', 'die', 'gezielte', 'Steuerung', 'naturschutzfachlicher', 'Maßnahmen']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Stadt Eggried und der Gemeinde Tannenheim wurde untersucht die Erhebung von Fahrradverkehrsdaten durch automatisierte Zählstellen. Die Daten liefern wichtige Grundlagen für die Verkehrsplanung.,"['Stadt Eggried', 'Gemeinde Tannenheim']",['not_found'],"['Stadt Eggried', 'Gemeinde Tannenheim']","['Eggried', 'Tannenheim']","['Eggried', 'Gemeinde Tannenheim']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Stadt', 'Eggried', 'und', 'der', 'Gemeinde', 'Tannenheim', 'wurde', 'untersucht', 'die', 'Erhebung', 'von', 'Fahrradverkehrsdaten', 'durch', 'automatisierte', 'Zählstellen', 'Die', 'Daten', 'liefern', 'wichtige', 'Grundlagen', 'für', 'die', 'Verkehrsplanung']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Kanton Glücksburg und der Stadt Mettlingen wurde untersucht die Analyse von ÖPNV-Nutzungsdaten im ländlichen Raum. Die Analyse unterstützt die Umstellung auf nachhaltige Mobilitätsformen.,"['Kanton Glücksburg', 'Stadt Mettlingen']",['not_found'],"['Stadt Mettlingen', 'Kanton Glücksburg']","['Kanton Glücksburg', 'Mettlingen']","['Kanton Glücksburg', 'Mettlingen']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Kanton', 'Glücksburg', 'und', 'der', 'Stadt', 'Mettlingen', 'wurde', 'untersucht', 'die', 'Analyse', 'von', 'ÖPNVNutzungsdaten', 'im', 'ländlichen', 'Raum', 'Die', 'Analyse', 'unterstützt', 'die', 'Umstellung', 'auf', 'nachhaltige', 'Mobilitätsformen']"
Diese Studie aus der Gemeinde Weidendorf in Kooperation mit der Kanton Zellbach analysiert die Verarbeitung von Bewegungsdaten zur Optimierung innerstädtischer Verkehrsflüsse. Die Ergebnisse werden in kommunale Mobilitätsstrategien integriert.,"['Gemeinde Weidendorf', 'Kanton Zellbach']",['not_found'],"['Gemeinde Weidendorf', 'Kanton Zellbach']","['Gemeinde Weidendorf', 'Kanton Zellbach']","['Gemeinde Weidendorf', 'Kanton Zellbach']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Weidendorf', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Zellbach', 'analysiert', 'die', 'Verarbeitung', 'von', 'Bewegungsdaten', 'zur', 'Optimierung', 'innerstädtischer', 'Verkehrsflüsse', 'Die', 'Ergebnisse', 'werden', 'in', 'kommunale', 'Mobilitätsstrategien', 'integriert']"
Diese Studie aus der Stadt Märchental in Kooperation mit der Gemeinde Alpenruhe analysiert die Integration von Echtzeitdaten aus Carsharing- und Bikesharing-Systemen. Die Studie zeigt Optimierungspotenziale im Verkehrsangebot auf.,"['Stadt Märchental', 'Gemeinde Alpenruhe']",['not_found'],['Stadt Märchental'],"['Märchental', 'Optimierungspotenziale', 'Gemeinde Alpenruhe']","['Märchental', 'Gemeinde', 'Alpenruhe']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Märchental', 'in', 'Kooperation', 'mit', 'der', 'Gemeinde', 'Alpenruhe', 'analysiert', 'die', 'Integration', 'von', 'Echtzeitdaten', 'aus', 'Carsharing', 'und', 'BikesharingSystemen', 'Die', 'Studie', 'zeigt', 'Optimierungspotenziale', 'im', 'Verkehrsangebot', 'auf']"
Diese Studie aus der Gemeinde Hochweiler in Kooperation mit der Kanton Sturmheim analysiert die Untersuchung von Pendlerströmen auf Basis von Mobilfunkdaten. Das Projekt stärkt die Datengrundlage für regionale Verkehrsmodelle.,"['Gemeinde Hochweiler', 'Kanton Sturmheim']",['not_found'],['Kanton Sturmheim'],"['Kanton Sturmheim', 'Hochweiler']","['Gemeinde Hochweiler', 'Kanton Sturmheim']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Hochweiler', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Sturmheim', 'analysiert', 'die', 'Untersuchung', 'von', 'Pendlerströmen', 'auf', 'Basis', 'von', 'Mobilfunkdaten', 'Das', 'Projekt', 'stärkt', 'die', 'Datengrundlage', 'für', 'regionale', 'Verkehrsmodelle']"
Die Stadt Krähenstadt veröffentlichte in Zusammenarbeit mit der Gemeinde Windau eine umfassende Analyse zu die Auswertung von Parkraumnutzungsdaten zur Raumplanung. Die Untersuchung belegt den Nutzen intelligenter Verkehrssteuerung.,"['Stadt Krähenstadt', 'Gemeinde Windau']",['not_found'],['not_found'],"['Krähenstadt', 'Stadt', 'Gemeinde', 'Windau']","['Krähenstadt', 'Gemeinde Windau']","['Die', 'Stadt', 'Krähenstadt', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Windau', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Auswertung', 'von', 'Parkraumnutzungsdaten', 'zur', 'Raumplanung', 'Die', 'Untersuchung', 'belegt', 'den', 'Nutzen', 'intelligenter', 'Verkehrssteuerung']"
"Der Bericht, herausgegeben von der Kanton Felsenau, mit Unterstützung der Stadt Schneebach, behandelt die Bereitstellung offener Mobilitätsdaten über standardisierte Schnittstellen. Die Erkenntnisse fließen in neue digitale Mobilitätsdienste ein.","['Kanton Felsenau', 'Stadt Schneebach']",['not_found'],['Kanton Felsenau'],"['Schneebach', 'Felsenau']","['Kanton Felsenau', 'Schneebach']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Kanton', 'Felsenau', 'mit', 'Unterstützung', 'der', 'Stadt', 'Schneebach', 'behandelt', 'die', 'Bereitstellung', 'offener', 'Mobilitätsdaten', 'über', 'standardisierte', 'Schnittstellen', 'Die', 'Erkenntnisse', 'fließen', 'in', 'neue', 'digitale', 'Mobilitätsdienste', 'ein']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Auenbach und der Kanton Zellberg wurde untersucht die Entwicklung eines multimodalen Routenplaners auf Basis offener Mobilitätsdaten. Die Anwendung fördert nachhaltige Mobilität durch datenbasierte Entscheidungshilfen.,"['Gemeinde Auenbach', 'Kanton Zellberg']",['not_found'],"['Kanton Zellberg', 'Gemeinde Auenbach']","['Kanton Zellberg', 'Auenbach']","['Gemeinde Auenbach', 'Kanton Zellberg']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Auenbach', 'und', 'der', 'Kanton', 'Zellberg', 'wurde', 'untersucht', 'die', 'Entwicklung', 'eines', 'multimodalen', 'Routenplaners', 'auf', 'Basis', 'offener', 'Mobilitätsdaten', 'Die', 'Anwendung', 'fördert', 'nachhaltige', 'Mobilität', 'durch', 'datenbasierte', 'Entscheidungshilfen']"
Zwischen der Stadt Hohenstein und der Gemeinde Weidendorf entstand eine Erhebung über die Simulation zukünftiger Verkehrsszenarien auf Basis historischer Mobilitätsdaten. Die Resultate unterstützen die Planung resilienter Verkehrsinfrastrukturen.,"['Stadt Hohenstein', 'Gemeinde Weidendorf']",['not_found'],['Gemeinde Weidendorf'],"['Gemeinde Weidendorf', 'Stadt', 'Hohenstein']","['Hohenstein', 'Gemeinde Weidendorf']","['Zwischen', 'der', 'Stadt', 'Hohenstein', 'und', 'der', 'Gemeinde', 'Weidendorf', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Simulation', 'zukünftiger', 'Verkehrsszenarien', 'auf', 'Basis', 'historischer', 'Mobilitätsdaten', 'Die', 'Resultate', 'unterstützen', 'die', 'Planung', 'resilienter', 'Verkehrsinfrastrukturen']"
